X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-115.762831563525125,51.409384271799098,164186,Flint's Park,,Flint's Park,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.830845716389177,51.389553108479362,164187,Block Lakes Junction,,Block Lakes Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.755464997843234,51.358697193245291,164188,Sawback Lake,,Sawback Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.715634863925786,51.298134518736063,164189,Mystic Junction,,Mystic Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.735244670791644,51.285046575325126,164190,Mystic Valley,,Mystic Valley,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.82391534897576,51.294865868875085,164191,Larry's Camp,,Larry's Camp,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.89887771715027,51.344342437528681,164192,Johnston Creek,,Johnston Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.90493150006705,51.341557612221607,164193,Luellen Lake,,Luellen Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.942605570876808,51.387701403507712,164194,Badger Pass Junction,,Badger Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.801574717181637,51.400886575407412,164195,Upper Flint's Park,,Upper Flint's Park,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.824114687114772,51.278246564984968,164196,Ink Pots,,Ink Pots,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.856923908881242,51.256862516242109,164197,Moose Meadows,,Moose Meadows,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.719301352754059,51.179103045262828,164198,Muleshoe,,Muleshoe,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.84156116541574,51.24299345473132,164199,Johnston Canyon,,Johnston Canyon,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.76435558167897,51.407345570975892,164200,Flint's Park,,Flint's Park,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.677854642222627,51.233426577988922,164201,Cockscomb,,Cockscomb,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.68374540889269,51.410014799040667,164202,Cuthead,,Cuthead,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.852418516551126,51.318870693378955,164203,Johnston Creek,,Johnston Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.729957405086168,51.538629100171391,164204,Windy,,Windy,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.714961902564497,51.293981576912877,164205,Mystic,,Mystic,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.632974678553666,51.38258659349669,164206,Cascade Road / Elk Trap,,Cascade Road / Elk Trap,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.775284712950366,51.404096578141662,164207,Flint's Park,,Flint's Park,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.755624031462858,51.359710249129819,164208,Sawback Slidepath,,Sawback Slidepath,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.735821139532149,51.285475483273181,164209,Mystic Lake,,Mystic Lake,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.742240375674726,51.536835215873744,164210,Upper Panther,,Upper Panther,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.941213373737597,51.387099264523236,164211,Upper Johnston Creek,,Upper Johnston Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.910951044017736,51.268266078781224,164212,Castle Mountain,,Castle Mountain,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.915890178169406,51.268668565088305,164213,Rockbound Lake,,Rockbound Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.768011769669414,51.216434948339895,164214,Sawback,,Sawback,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.944394249563729,51.282082097356863,164215,Storm Mountain,,Storm Mountain,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.839695494381658,51.245423295386225,164216,Johnston Canyon,,Johnston Canyon,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.570368117120182,51.177977400465522,164217,Banff,,Banff,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-115.515763869523198,50.892229001135064,164218,Marvel Lake,,Marvel Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.520624881100403,50.901265998411603,164219,McBride's Camp,,McBride's Camp,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.553939970935147,50.917992851140397,164220,Allenby Junction,,Allenby Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.654874596314954,51.086836572735294,164221,Brewster Creek,,Brewster Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.746794599763092,51.037096559209502,164222,Howard Douglas Lake,,Howard Douglas Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.824229060243184,51.093650493903233,164223,Healy Creek,,Healy Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.910042117341703,51.147026140036914,164224,Pharaoh Creek,,Pharaoh Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.944406865960929,51.168554844312517,164225,Shadow Lake,,Shadow Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.878527149358632,51.190845919729398,164226,Lost Horse Creek,,Lost Horse Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.528567233175295,51.124467115863666,164227,Mount Rundle,,Mount Rundle,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.408367486356255,51.279423621042547,164228,Aylmer Canyon,,Aylmer Canyon,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.387237304285009,51.276823254341991,164229,Inglismaldie,,Inglismaldie,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.301420997191059,51.245429101367705,164230,Mount Costigan,,Mount Costigan,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.280453891544497,51.252856863446787,164231,The Narrows,,The Narrows,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.267112756759431,51.250933426250896,164232,Ghost Lakes,,Ghost Lakes,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.533816364192731,51.287959431473226,164233,Cascade Bridge,,Cascade Bridge,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.598503338317826,51.34841752703587,164234,Stony Creek,,Stony Creek,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.851320383443849,51.241466160049583,164235,Bow River Canoe,,Bow River Canoe,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.496246410522005,51.230923318112048,164236,Two Jack,,Two Jack,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.533935299827334,51.211815088302792,164237,Cascade Ponds,,Cascade Ponds,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.582577161090029,51.184206778245986,164238,Forty Mile,,Forty Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.557037551154252,51.148222334029988,164239,Sulphur Gondola,,Sulphur Gondola,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.574879113275387,51.144368342736627,164240,Sulphur Gondola,,Sulphur Gondola,,,,,,Restaurant Area//Restaurants,Yes//Oui,
-115.505814021116194,51.227643648558008,164241,Two Jack Main,,Two Jack Main,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.500313560431422,51.222905518286233,164242,Two Jack Lakeside,,Two Jack Lakeside,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.598628259893658,51.203719008105736,164243,Mount Norquay,,Mount Norquay,,,,,,Ski Area//Aire de ski,Yes//Oui,
-115.489865521121757,51.199174428901081,164244,Johnson Lake,,Johnson Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.61697406577342,51.155344384045385,164245,Sundance Canyon,,Sundance Canyon,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.344661986359625,51.258035961414329,164246,Minnewanka,,Minnewanka,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.450312726973337,51.165298706230132,164247,Valley View,,Valley View,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.653768050145757,51.162880171092887,164248,Five Mile,,Five Mile,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.93337878891009,51.262561769616674,164249,Twin Lakes,,Twin Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.685510525828548,51.153820730220481,164250,Brewster Creek Trailhead Corral,,Brewster Creek Trailhead Corral,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.685510525828548,51.153820730220481,164251,Brewster Creek,,Brewster Creek,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.598107508513422,51.201007816729792,164252,Norquay Corrals,,Norquay Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.804096525642592,51.220226378767414,164253,Redearth Creek,,Redearth Creek,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.804096525642592,51.220226378767414,164254,Redearth Brewster,,Redearth Brewster,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.731499485026546,51.168147264640744,164255,Bourgeau Lake,,Bourgeau Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.654161301970049,51.17414144688523,164256,Fireside,,Fireside,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.635949298795396,51.17610178607174,164257,Vermilion Lakes,,Vermilion Lakes,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.55733088120175,51.147884213599561,164258,Tower 1 Trail,,Tower 1 Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.559739708505091,51.16087918644611,164259,Spray River,,Spray River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.561682699077167,51.175390890022939,164260,Tunnel Mountain,,Tunnel Mountain,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.542123093704959,51.186061100343139,164261,Hoodoos,,Hoodoos,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.556693493638747,51.195092194967089,164262,Stoney Squaw,,Stoney Squaw,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.522786699710409,51.232412608856485,164263,Lower Bankhead,,Lower Bankhead,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.52012008175754,51.236356798251826,164264,Upper Bankhead,,Upper Bankhead,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.499692711219367,51.247877138322345,164265,Minnewanka,,Minnewanka,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.634604648404562,51.283686586762919,164266,Elk Lake Summit,,Elk Lake Summit,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.634604648404562,51.283686586762919,164267,Elk Pass,,Elk Pass,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.426983525291149,51.2761550600503,164268,Aylmer Pass Junction,,Aylmer Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.777832619960762,51.078431732367953,164269,Sunshine,,Sunshine,,,,,,Ski Area//Aire de ski,Yes//Oui,
-115.560623555920813,51.150702949575702,164270,Upper Hot Springs,,Upper Hot Springs,,,,,,Hot Pools//p\Piscine d'eaux thermales,Yes//Oui,
-115.406029689334204,51.135282449559163,164271,East Gate,,East Gate,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-115.535028772533522,51.207036129860789,164272,Banff Government,,Banff Government,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.534820526609593,51.205318346567736,164273,Banff Public,,Banff Public,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.514257441369338,51.241543723747043,164274,Cascade Corrals,,Cascade Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.521983348021266,50.902380384883358,164275,Bryant Creek,,Bryant Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.920101043919956,51.176687084715489,164276,Redearth Creek,,Redearth Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.47874453291179,50.997116586949595,164277,Spray,,Spray,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.593454433977271,51.335828459336255,164278,Stony Creek,,Stony Creek,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.578163739394569,51.019808233885044,164279,Sundance,,Sundance,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.536663094088794,51.189728261158663,164280,Tunnel Mountain,,Tunnel Mountain,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.527377051501986,51.204679705322334,164281,Brewster Doughnut Tent,,Brewster Doughnut Tent,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.550723673762008,50.916222099386708,164282,Tall Timbers,,Tall Timbers,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.587541954479889,50.987795541549673,164283,Brewster Creek Halfway,,Brewster Creek Halfway,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.64015742515636,51.07607732796842,164284,Brewster Creek,,Brewster Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.601873114793221,51.354323911801444,164285,Cascade Road / Stoney Creek,,Cascade Road / Stoney Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.571265395405646,51.465203202581428,164286,Dormer Meadow,,Dormer Meadow,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.595340371322536,51.200809988406498,164287,Stoney Squaw,,Stoney Squaw,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.51912155115366,51.237089628549988,164288,Cascade Valley,,Cascade Valley,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.4987840310378,51.247769018413621,164289,Minnewanka Boat Ramp,,Minnewanka Boat Ramp,,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,
-115.494798271656848,51.242565608468723,164290,Minnewanka Dive Area,,Minnewanka Dive Area,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.494400551790775,51.252551228624412,164291,Minnewanka Small Dock,,Minnewanka Small Dock,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.496967760614211,51.248220548521246,164292,Minnewanka,,Minnewanka,,,,,,Restaurant Area//Restaurants,Yes//Oui,
-115.494914610297783,51.252686757999484,164293,Minnewanka,,Minnewanka,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.525402304006988,51.173434591471178,164294,Banff Springs,,Banff Springs,,,,,,Golf Course//Parcours de golf,Yes//Oui,
-116.050970946882046,51.831608529029609,164295,Malloch Creek Flats,,Malloch Creek Flats,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.111500396076366,51.796967990890089,164296,Trident Lake,,Trident Lake,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.140736703651328,51.784263530306156,164297,Lower Clearwater Lakes,,Lower Clearwater Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.150857702039289,51.775909828479875,164298,Upper Clearwater Lakes,,Upper Clearwater Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.200516718118052,51.733279061882129,164299,Devon Lakes,,Devon Lakes,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-116.164683246755672,51.762880519254239,164300,Clearwater,,Clearwater,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.979886558474504,51.847306149578912,164301,Indianhead Meadows,,Indianhead Meadows,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.999697012586552,51.844656533639039,164302,Indianhead,,Indianhead,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.925969596022,51.730528721769474,164303,Divide Creek,,Divide Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.907374569752591,51.725037203489968,164304,Divide,,Divide,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.944561870302564,51.603429969663907,164305,Sandhills,,Sandhills,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.838904582777403,51.667390213961916,164306,Scotch Camp,,Scotch Camp,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.897333395125017,51.661719822606457,164307,McConnell Creek,,McConnell Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.938954926670078,51.620246393640336,164308,Horseshoe Lake (Skeleton Lake),,Horseshoe Lake (Skeleton Lake),,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.945098526976835,51.588838723291921,164309,Sandhills,,Sandhills,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.581162700265821,51.753299059201964,164310,Ranch Buildings,,Ranch Buildings,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.534040744277746,51.731084232094588,164311,Bighorn,,Bighorn,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.499358173869112,51.722977671489545,164312,Eagle Creek,,Eagle Creek,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-115.602210739987896,51.607405828609828,164313,Barrier,,Barrier,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.650688586717919,51.586104196839841,164314,Lower Panther,,Lower Panther,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.778257292198248,51.672059176071208,164315,Tyrrell Creek,,Tyrrell Creek,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.82454032603772,51.664384837333849,164316,Scotch Camp,,Scotch Camp,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.414277022018183,50.762009009678827,164317,Burstall,,Burstall,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.430697766462387,50.792080650138878,164318,Birdwood,,Birdwood,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.42479446317013,50.788296579404879,164319,Palliser,,Palliser,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.430375390460824,50.790518461206169,164320,Birdwood (Upper Spray),,Birdwood (Upper Spray),,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.580114714821903,51.546106608715228,164321,Lower Dormer,,Lower Dormer,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.391574696957093,51.614216634311447,164322,Panther River,,Panther River,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.979698188542628,51.215008546333308,164323,Twin Lakes,,Twin Lakes,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-116.024220168165471,51.249118417449402,164324,Boom Lake,,Boom Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-116.03197122713614,51.238627025634791,164325,Vista Lake,,Vista Lake,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.560024189897788,51.494672077625331,164326,Dormer,,Dormer,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.477896357375741,50.876137902540201,164327,Big Springs,,Big Springs,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.379344474734523,50.859096588909175,164328,Mount Shark Helipad,,Mount Shark Helipad,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.45214605836054,50.863936963229399,164329,Trail Center,,Trail Center,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.897924160413666,51.108352076188247,164330,Egypt Lake,,Egypt Lake,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-115.89548865343248,51.111044885285764,164331,Egypt Lake,,Egypt Lake,,,,,,Warden/Partol Cabin//Chalet de gardes/Patrouille,Yes//Oui,
-115.969271617799208,51.135593980045748,164332,Ball Pass Junction,,Ball Pass Junction,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,
-116.050499996689851,51.227421778818318,164333,Fireweed,,Fireweed,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.598266441817714,51.203169411050645,164334,Norquay Cascade Amphitheater,,Norquay Cascade Amphitheater,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.560089384399504,51.190896193458848,164335,Warden Office,,Warden Office,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-115.621827482346546,51.160706593974012,164336,Steak Fry Site,,Steak Fry Site,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.55953219946565,51.149353246568452,164337,Sulphur Mountain Summit,,Sulphur Mountain Summit,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.523903952189656,51.121428235834529,164338,Spray Lunch Shelter,,Spray Lunch Shelter,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-115.379344474734523,50.859096588909175,164339,Mount Shark,,Mount Shark,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.552874320801052,51.164823211197714,164340,Spray River East,,Spray River East,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.51275165697551,51.171016685553489,164341,Rundle Riverside,,Rundle Riverside,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-115.581035355766019,51.174357737847778,164342,Banff Trail Riders,,Banff Trail Riders,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-115.565198146398473,51.166540088507539,164343,Banff Springs Corrals,,Banff Springs Corrals,,,,,,Horse facility//Installation pour cheval,Yes//Oui,
-123.309153812899297,48.794473048092641,164344,GINPR Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.29040119809089,48.873827725722968,164345,Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,,
-123.351225223788248,48.82709711497079,164346,Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,,
-123.181385240864628,48.792656071062389,164347,National Park Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.407969121808875,48.665722960385004,164348,National Park Office,,,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-123.447537159773489,48.430537465097252,164349,Fisgard Lighthouse,,,,,,,,Lighthouse Property//Propriété du phare,Yes//Oui,No//Non
-123.453832688721988,48.434269477489323,164350,Fort Rodd Hill Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-123.447855812353424,48.430320543229016,164351,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-122.573287200747174,49.169008336827467,164352,Fort Langley,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-122.572159224185867,49.168575909022948,164353,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-122.57521142532309,49.169333806798612,164354,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.1861901886911,49.124821238959356,164355,Gulf of Georgia Cannery,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-123.193876689523847,49.126118408673371,164356,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.19449265556176,49.124979468051578,164357,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.199484705926011,49.125518431929059,164358,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.192426057832634,49.125187147129772,164359,,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,,
-123.331010480298445,48.641675154015331,164360,Sidney Spit Dock,,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.370476562145825,48.720019329505263,164361,"Princess Bay, Portland, Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.370818238861318,48.734340292769467,164362,"Royal Cove, Portland Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.410962956288188,48.748197404260026,164363,Russell Dock,,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.308559858933179,48.79476588356053,164364,"Roesland, Pender Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.19001497163778,48.809958762360708,164365,"Winter Cove, Saturna Dock",,,,,,,,Boat Tie-up / Anchorage Area//Ammarrage / Ancrage,Yes//Oui,No//Non
-123.330714932332114,48.641787921614949,164366,Sidney Spit Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.407968757620836,48.749558139264572,164367,Russell Day use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.309390232393866,48.794192373285895,164368,Roesland Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.189275117852858,48.809694961896909,164369,Winter Cove Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.045518832413748,48.783934234512664,164370,East Point Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.291000729882569,48.873257764155412,164371,Georgina point Day Use,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-123.242015324448687,48.75400557237284,164372,Beaumont,Beaumont,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-123.086805732644422,48.797989039062728,164373,Cabbage Island,Île Cabbage,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
