X,Y,OBJECTID,name_e,nom_f,Label_e,Etiquette_f,min_scale_echelle,max_scale_echelle,url_e,url_f,Facility_Type_Installation,Public_Access,Accessible
-117.515543393022853,51.290064510522477,165306,Rogers Pass Summit Monument,,,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,No//Non
-117.549565831897894,51.261595941073836,165307,Sir Donald Campground,,,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,No//Non
-57.928836490462764,49.6246122220929,165308,Berry Hill,Berry Hill,Berry Hill,Berry Hill,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-57.90425029616511,49.581965692514203,165309,Administration Office Rocky Harbour,"Bureau de l’administration, Rocky Harbour",Administration Office Rocky Harbour,"Bureau de l’administration, Rocky Harbour",,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-57.874916586905677,49.572377747127902,165310,Vistor Centre Rocky Harbour,"Centre d’accueil, Rocky Harbour",Vistor Centre Rocky Harbour,"Centre d’accueil, Rocky Harbour",,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-57.927936245848393,49.491671779416137,165311,Discovery Centre Woody Point,"Centre de découverte, Woody Point",Discovery Centre Woody Point,"Centre de découverte, Woody Point",,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-58.121031404696744,49.448380887669742,165312,Trout River,Trout River,Trout River,Trout River,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-57.599812656936493,49.390506029039749,165313,Entrance Gate Kiosk Wiltondale,"Kiosque d’entrée, Wiltondale",Entrance Gate Kiosk Wiltondale,"Kiosque d’entrée, Wiltondale",,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-57.758939022017628,49.457989305102927,165314,Lomond,Lomond,Lomond,Lomond,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-57.76101970904466,49.937417153851619,165315,Shallow Bay,Shallow Bay,Shallow Bay,Shallow Bay,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-57.957297074267167,49.679429891762339,165316,Green Point,Green Point,Green Point,Green Point,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,Yes//Oui
-57.868903576090737,49.836978189889983,165317,Broom Point Fishing Exhibit,Broom Point Fishing Exhibit,Broom Point Fishing Exhibit,Broom Point Fishing Exhibit,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,Yes//Oui
-57.841253167311002,49.781095762737209,165318,Western Brook Pond,Étang Western Brook,Western Brook Pond,Étang Western Brook,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-57.955648174012673,49.602888351767454,165319,Lobster Cove Head Lighthouse,Phare de Lobster Cove Head,Lobster Cove Head Lighthouse,Phare de Lobster Cove Head,,,,,Lighthouse Property//Propriété du phare,Yes//Oui,Yes//Oui
-57.921364838751906,49.602986882572026,165320,Swimming Pool Rocky Harbour,"Centre récréatif (piscine), Rocky Harbour",Swimming Pool Rocky Harbour,"Centre récréatif (piscine), Rocky Harbour",,,,,Swimming Pool//Piscine,Yes//Oui,Yes//Oui
-57.789057163811663,49.500484653511968,165321,Mill Brook,Ruisseau-Mill,Mill Brook,Ruisseau-Mill,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-57.873882909797139,49.433480454223293,165322,McKenzie Brook,Ruisseau-McKenzie,McKenzie Brook,Ruisseau-McKenzie,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-58.116640952810805,49.460621247331616,165323,Trout River,Étang Trout Rivertang Trout River,Trout River,Étang Trout Rivertang Trout River,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-57.774207045744888,49.932929187181138,165324,Shallow Bay,Baie-Shallow,Shallow Bay,Baie-Shallow,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-57.760701559020404,49.461969077450036,165325,Lomond,Lomond,Lomond,Lomond,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-57.856421445630346,49.829498467833062,165326,Western Brook,Ruisseau Western,Western Brook,Ruisseau Western,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-58.119268766902955,49.4595525161522,165327,Trout River,Étang Trout Rivertang Trout River,Trout River,Étang Trout Rivertang Trout River,,,,,Boat Launch Facility//Rampe de mise à l'eau,Yes//Oui,
-57.639436834861378,49.439403818655194,165328,Southeast Hills,Collines Southeast,Southeast Hills,Collines Southeast,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,Yes//Oui
-57.894403233322109,49.639313824105507,165329,Bakers Brook,,Bakers Brook,,,,,,Winter Warming Hut//Abri hivernal,,
-57.652482824097426,49.428636513404172,165330,Stuckless,,Stuckless,,,,,,Winter Warming Hut//Abri hivernal,,
-62.66184094501692,58.478217901723916,165331,Saglek airstrip,,Saglek Airstrip,,,,,,Airstrip//Bande d'atterrissage,,
-57.381505638944809,50.696962390500708,165332,Port au Choix Visitor Centre,"Centre d’accueil, Port au Choix",Port au Choix Visitor Centre,"Centre d’accueil, Port au Choix",,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-57.410536784098198,50.698343364969489,165333,Point Riche Lighthouse,Phare de Point Riche,Point Riche Lighthouse,Phare de Point Riche,,,,,Lighthouse Property//Propriété du phare,Yes//Oui,
-55.532960914203308,51.592183182045638,165334,L'Anse aux Meadows Visitor Centre,Centre d’accueil L'Anse aux Meadows,L'Anse aux Meadows Visitor Centre,Centre d’accueil L'Anse aux Meadows,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-55.533299371471784,51.596426267524954,165335,,,,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,No//Non
-57.617931836394817,49.685200896680499,165336,Little Island Pond Backcountry Campsite,,Little Island Pond Backcountry Campsite,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.638850313172561,49.627962173999443,165337,Harding's Pond Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.770212478394114,49.594295779263518,165338,Ferry Gulch Pond Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.628057933753645,49.721824722981012,165339,Gilley Pond Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.800465806673614,49.77382542855679,165340,Snug Harbour Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.697318150710217,49.760160793526779,165341,Triangle Pond Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.627408700681499,49.662141625434053,165342,Marks Pond Backcountry Campsite,,,,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-57.776661601986291,49.46667205351693,165343,Stanleyville,Stanleyville,Stanleyville,Stanleyville,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-58.099310056004512,49.508006328020521,165344,Green Gardens ,Green Gardens ,Green Gardens ,Green Gardens ,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-112.82956393661037,53.679003932465726,165345,Dumping Station,,Dumping Station,,,,,,Dumping Station//Station de vidange,Yes//Oui,
-112.828496143544655,53.672586260633771,165346,Golf Course Clubhouse,,Golf Course Clubhouse,,,,,,Golf Course//Parcours de golf,Yes//Oui,
-112.83151792505393,53.680132831289505,165347,Playground,,Playground,,,,,,Playground//Terrain de jeu,Yes//Oui,
-112.829914511446518,53.676036634337407,165348,Playground,,Playground,,,,,,Playground//Terrain de jeu,Yes//Oui,
-112.824513274161262,53.67682254766278,165349,Playground,,Playground,,,,,,Playground//Terrain de jeu,Yes//Oui,
-112.828060479946245,53.672591737412041,165350,Restaurant,,Restaurant,,,,,,Restaurant Area//Restaurants,Yes//Oui,
-112.825486401546087,53.676073768721217,165351,Sandy Beach - Main Loop,,Sandy Beach - Main Loop,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-112.827275652287241,53.678292186661729,165352,Sandy Beach - Walk In Tenting,,Sandy Beach - Walk In Tenting,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-112.826132957136068,53.679328023162391,165353,Sandy Beach - RV,,Sandy Beach - RV,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-112.830745205407965,53.681725261618638,165354,Sandy Beach - Winter Camping,,Sandy Beach - Winter Camping,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-112.869265411683273,53.683091681343846,165355,Administration Building,,Administration Building,,,,,,Parks Canada Offices//Bureaux de Parcs Canada,Yes//Oui,
-112.838241699710565,53.578780831061685,165356,Visitor Centre,,Visitor Centre,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-112.87635386951986,53.616655591682765,165357,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.860053944387047,53.628327320621537,165358,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.854110983620217,53.63447305886136,165359,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.839116004436264,53.656646365436181,165360,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.813045906487204,53.684600555133962,165361,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.819052362778706,53.679831888075725,165362,Ski Area,,Ski Area,,,,,,Ski Area//Aire de ski,Yes//Oui,
-112.829662601937997,53.678319391587408,165363,Astotin - Beach Washroom,,Astotin - Beach Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-112.826459665653331,53.67812732405126,165364,Walk-in Restroom,,Walk-in Restroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-112.825072493496975,53.676262777135349,165365, Wash House,,Wash House,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-112.830625335365212,53.680582309861933,165366,Astotin North Parking Lot Washrooms,,Astotin North Parking Lot Washrooms,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.293692805815994,53.979088007646034,165367,Dumping Station,,Dumping Station,,,,,,Dumping Station//Station de vidange,Yes//Oui,
-106.070308147159366,53.938752325577397,165368,Dumping Station,,Dumping Station,,,,,,Dumping Station//Station de vidange,Yes//Oui,
-106.047791447141421,53.838297441629116,165369,Picnic Shelter,,Picnic Shelter,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.048233008459107,53.837916071362073,165370,Picnic Table 01,,Picnic Table 01,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.048149607243346,53.838113710874467,165371,Picnic Table 02,,Picnic Table 02,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.047766967708696,53.838183111500356,165372,Picnic Table 03,,Picnic Table 03,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.047462878822472,53.838375401275677,165373,Picnic Table 04,,Picnic Table 04,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.047106476892765,53.838439941290538,165374,Picnic Table 05,,Picnic Table 05,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.066500685867339,53.640369452035792,165375,Picnic Table 01,,Picnic Table 01,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.068284867277981,53.638294921691589,165376,Picnic Table 10,,Picnic Table 10,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.06630580732498,53.640199291409722,165377,Picnic Table 02,,Picnic Table 02,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.066721638038288,53.639743571301977,165378,Picnic Table 03,,Picnic Table 03,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.067157826949767,53.639364620946516,165379,Picnic Table 04,,Picnic Table 04,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.067281467219217,53.639217192101945,165380,Picnic Table 05,,Picnic Table 05,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.067527976840466,53.639350791462135,165381,Picnic Table 06,,Picnic Table 06,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.06783978612637,53.6388714322906,165382,Picnic Table 07,,Picnic Table 07,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.067898626812365,53.638861371295867,165383,Picnic Table 08,,Picnic Table 08,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.067984116764961,53.638758951044558,165384,Picnic Table 09,,Picnic Table 09,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.430894497148969,54.025440479571884,165385,Washrooms,,Washrooms,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.022459744991139,53.906855317130102,165386,Washrooms,,Washrooms,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.089108713699162,53.922771191264125,165387,Nature Centre,,Nature Centre,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-106.249508917256961,54.031556291641834,165388,Crean Camp Kitchen,,Crean Camp Kitchen,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.066515493369025,53.640005911196454,165389,Sandy Lake Kitchen,,Sandy Lake Kitchen,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.290691003511142,53.979225914399052,165390,Narrows,,Narrows,,,,,,Marina//Marina,Yes//Oui,
-106.163361046506452,53.978830837420475,165391,Birch Bay,,Birch Bay,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.158652328357022,53.899038327507789,165392,South Bay,,South Bay,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.415620860592128,54.025830357816616,165393,Kingsmere River Trail and Grey Owl Trail,,Kingsmere River Trail and Grey Owl Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.275771714523984,53.987980321593227,165394,Narrows Peninsula Trail,,Narrows Peninsula Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.156942397694365,53.89969029313631,165395,Mud Creek Trail,,Mud Creek Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.087768851293305,54.086772239442816,165396,Big Island,,Big Island,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.251159578098182,54.033600386604725,165397,Crean Kitchen,,Crean Kitchen,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.40654535907592,54.048751437511868,165398,Westwind,,Westwind,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-106.426221482499471,54.037737716936086,165399,Southend,,Southend,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.415049496706118,54.025747865509928,165400,Kingsmere,,Kingsmere,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.290206126595294,53.972624497101023,165401,Treebeard Trail,,Treebeard Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.236317303066187,53.956942840511367,165402,Paignton Beach,,Paignton Beach,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.216262064030175,53.943740306267237,165403,Ice Push Ridge Trail,,Ice Push Ridge Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.18552779600347,53.922384605170286,165404,King Island,,King Island,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.183736168445265,53.908432638688112,165405,Trippes Beach,,Trippes Beach,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.104602681063596,53.871310281374079,165406,Shady Lake Trail,,Shady Lake Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.096942766588896,53.866760238309283,165407,Height of Land Tower Trail,,Height of Land Tower Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.021143089350659,53.909510262326684,165408,Boundary Bog Trail,,Boundary Bog Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.071171293369076,53.920462629215237,165409,Fisher Trail,,Fisher Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.081691895760642,53.922839897920667,165410,Red Deer Trail - Red and Yellow Loops,,Red Deer Trail - Red and Yellow Loops,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.074623153545318,53.932560108386753,165411,Red Deer Trail - Blue Loop,,Red Deer Trail - Blue Loop,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.070486541666085,53.934157679759963,165412,Beaver Glen Campground,,Beaver Glen Campground,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-106.08315330465193,53.922745563485684,165413,Visitor Centre,,Visitor Centre,,,,,,Visitor Centre / Interpretation Facility//Centre d'acceuil / Installation d'interprétation,Yes//Oui,
-106.073720523135222,53.929163405797958,165414,Red Deer Campground,,Red Deer Campground,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-106.046924277610429,53.838711184395329,165415,Namekus Lake,,Namekus Lake,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.055562970711748,53.713450270996553,165416,Spruce River Highlands Trail,,Spruce River Highlands Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.053752981848874,53.706930270611302,165417,Freight Tait Springs Trail,,Freight Tait Springs Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.064902935466264,53.673790273136106,165418,Kinowa Trail,,Kinowa Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.059282976420761,53.621620271831716,165419,Elk Trail,,Elk Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.065676095958025,53.640662561181578,165420,Sandy Lake,,Sandy Lake,,,,,,Front-Country Camping Area//Aire de camping,Yes//Oui,
-106.082163459875204,53.923781583545299,165421,Waskesiu Picnic Area,,Waskesiu Picnic Area,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.050999881556308,53.61048518443782,165422,Meridian,,Meridian,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.053896319100375,53.585514716197537,165423,South Gate Picnic Area,,South Gate Picnic Area,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.277881024456363,53.5901519109633,165424,Hunters Lake Trail,,Hunters Lake Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.721762281452541,53.709832409455004,165425,Valleyview,,Valleyview,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.718786578431889,53.710452761252405,165426,Valleyview Lookout Trail,,Valleyview Lookout Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.173159077651462,53.979992751008361,165427,Heart Lakes Marina,,Heart Lakes Marina,,,,,,Marina//Marina,Yes//Oui,
-106.099096988525844,53.955823140397342,165428,Point View,,Point View,,,,,,Picnic / Day Use Area//Aire de pique-nique,Yes//Oui,
-106.090037719305812,53.952858543923007,165429,Waskesiu Marina,,Waskesiu Marina,,,,,,Marina//Marina,Yes//Oui,
-106.072245492579555,53.964090564694374,165430,Waskesiu River Trail,,Waskesiu River Trail,,,,,,Trailhead Area//Point de départ de sentier,Yes//Oui,
-106.072586934985281,53.926195276885423,165431,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.075548496576644,53.928003448868466,165432,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.072415689287411,53.927446804326301,165433,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.294874039301718,53.979858038696442,165434,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.296191446929612,53.98065939680717,165435,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.293109769681237,53.981363230738594,165436,Toilet - Flush,,Toilet - Flush,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.064349517655288,53.934567107491254,165437,Washroom,,Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.068006311068373,53.935237642405333,165438,Washroom,,Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.064994371466668,53.936109414417658,165439,Washroom,,Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.064802828669798,53.938438031239777,165440,Washroom,,Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-106.06771382753989,53.939785575986051,165441,Washroom,,Washroom,,,,,,Washroom Facility//Toilettes,Yes//Oui,
-65.252507919773734,44.29024251374419,165442,SITE 30,SITE 30,30,30,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.236401836458128,44.300177917378143,165443,SITE 28,SITE 28,28,28,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.246001472076074,44.301375590759164,165444,SITE 29,SITE 29,29,29,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.352467624217141,44.30621076956588,165445,SITE 37,SITE 37,37,37,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.253599801418076,44.310110755243258,165446,SITE 34,SITE 34,34,34,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.278249320151431,44.312718148032118,165447,SITE 32,SITE 32,32,32,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.24485426173716,44.31826276658893,165448,SITE 26,SITE 26,26,26,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.232686840767784,44.318501355708008,165449,SITE 27,SITE 27,27,27,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.274794739798949,44.318439829968881,165450,SITE 31,SITE 31,31,31,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.184159305558765,44.320631017753762,165451,SITE 23,SITE 23,23,23,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.344317793151021,44.321902809397699,165452,SITE 38,SITE 38,38,38,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.366817073584613,44.327526339990754,165453,SITE 40,SITE 40,40,40,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.262919675955686,44.334074092833809,165454,SITE 25,SITE 25,25,25,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.248021591927369,44.346000195742214,165455,SITE 24,SITE 24,24,24,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.230104345519578,44.346987085759388,165456,SITE 19,SITE 19,19,19,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.388435265631827,44.324334384011145,165457,SITE 41,SITE 41,41,41,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.232910526907389,44.348938226848745,165458,SITE 18,SITE 18,18,18,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.261395177047788,44.371707589997072,165459,SITE 16,SITE 16,16,16,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.231906038082343,44.381045532408493,165460,SITE 14,SITE 14,14,14,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.243179780992918,44.382183462581288,165461,SITE 15,SITE 15,15,15,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.417798217773495,44.382671290042921,165462,SITE 42,SITE 42,42,42,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.231467658262602,44.384744603382359,165463,SITE 13,SITE 13,13,13,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.281162644727189,44.385228012089648,165464,SITE 20,SITE 20,20,20,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.233578817976991,44.386422273479873,165465,SITE 12,SITE 12,12,12,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.31695071023276,44.387209669886033,165466,SITE 21,SITE 21,21,21,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.319615160682289,44.390014466531305,165467,SITE 22,SITE 22,22,22,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.283888025918714,44.4017804354052,165468,SITE 11,SITE 11,11,11,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.298269307034232,44.417285109789034,165469,SITE 10,SITE 10,10,10,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.307185300377498,44.420279188674314,165470,SITE 09,SITE 09,09,09,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.388822192812725,44.425779497710778,165471,SITE 43,SITE 43,43,43,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.3015797941665,44.428485769627606,165472,SITE 17,SITE 17,17,17,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.255053220431648,44.444082248553428,165473,SITE A,SITE A,A,A,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.256659498339374,44.444320615865848,165474,SITE B,SITE B,B,B,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.256202588787829,44.446035803530698,165475,SITE C,SITE C,C,C,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
-65.351547021122784,44.444776841139763,165476,SITE 08,SITE 08,08,08,,,,,Backcountry Camping / Shelter Area//Camping d'arrière-pays / Aire d'abri,Yes//Oui,No//Non
